code,name,type
2509,Pulkovo 1942 / Gauss-Kruger CM 111E,Projected CRS
2510,Pulkovo 1942 / Gauss-Kruger CM 117E,Projected CRS
2511,Pulkovo 1942 / Gauss-Kruger CM 123E,Projected CRS
2512,Pulkovo 1942 / Gauss-Kruger CM 129E,Projected CRS
2513,Pulkovo 1942 / Gauss-Kruger CM 135E,Projected CRS
2514,Pulkovo 1942 / Gauss-Kruger CM 141E,Projected CRS
2515,Pulkovo 1942 / Gauss-Kruger CM 147E,Projected CRS
2516,Pulkovo 1942 / Gauss-Kruger CM 153E,Projected CRS
2517,Pulkovo 1942 / Gauss-Kruger CM 159E,Projected CRS
2518,Pulkovo 1942 / Gauss-Kruger CM 165E,Projected CRS
2519,Pulkovo 1942 / Gauss-Kruger CM 171E,Projected CRS
2520,Pulkovo 1942 / Gauss-Kruger CM 177E,Projected CRS
2521,Pulkovo 1942 / Gauss-Kruger CM 177W,Projected CRS
2522,Pulkovo 1942 / Gauss-Kruger CM 171W,Projected CRS
2523,Pulkovo 1942 / 3-degree Gauss-Kruger zone 7,Projected CRS
2524,Pulkovo 1942 / 3-degree Gauss-Kruger zone 8,Projected CRS
2525,Pulkovo 1942 / 3-degree Gauss-Kruger zone 9,Projected CRS
2526,Pulkovo 1942 / 3-degree Gauss-Kruger zone 10,Projected CRS
2527,Pulkovo 1942 / 3-degree Gauss-Kruger zone 11,Projected CRS
2528,Pulkovo 1942 / 3-degree Gauss-Kruger zone 12,Projected CRS
2529,Pulkovo 1942 / 3-degree Gauss-Kruger zone 13,Projected CRS
2530,Pulkovo 1942 / 3-degree Gauss-Kruger zone 14,Projected CRS
2531,Pulkovo 1942 / 3-degree Gauss-Kruger zone 15,Projected CRS
2532,Pulkovo 1942 / 3-degree Gauss-Kruger zone 16,Projected CRS
2533,Pulkovo 1942 / 3-degree Gauss-Kruger zone 17,Projected CRS
2534,Pulkovo 1942 / 3-degree Gauss-Kruger zone 18,Projected CRS
2535,Pulkovo 1942 / 3-degree Gauss-Kruger zone 19,Projected CRS
2536,Pulkovo 1942 / 3-degree Gauss-Kruger zone 20,Projected CRS
2537,Pulkovo 1942 / 3-degree Gauss-Kruger zone 21,Projected CRS
2538,Pulkovo 1942 / 3-degree Gauss-Kruger zone 22,Projected CRS
2539,Pulkovo 1942 / 3-degree Gauss-Kruger zone 23,Projected CRS
2540,Pulkovo 1942 / 3-degree Gauss-Kruger zone 24,Projected CRS
2541,Pulkovo 1942 / 3-degree Gauss-Kruger zone 25,Projected CRS
2542,Pulkovo 1942 / 3-degree Gauss-Kruger zone 26,Projected CRS
2543,Pulkovo 1942 / 3-degree Gauss-Kruger zone 27,Projected CRS
2544,Pulkovo 1942 / 3-degree Gauss-Kruger zone 28,Projected CRS
2545,Pulkovo 1942 / 3-degree Gauss-Kruger zone 29,Projected CRS
2546,Pulkovo 1942 / 3-degree Gauss-Kruger zone 30,Projected CRS
2547,Pulkovo 1942 / 3-degree Gauss-Kruger zone 31,Projected CRS
2548,Pulkovo 1942 / 3-degree Gauss-Kruger zone 32,Projected CRS
2549,Pulkovo 1942 / 3-degree Gauss-Kruger zone 33,Projected CRS
2551,Pulkovo 1942 / 3-degree Gauss-Kruger zone 34,Projected CRS
2552,Pulkovo 1942 / 3-degree Gauss-Kruger zone 35,Projected CRS
2553,Pulkovo 1942 / 3-degree Gauss-Kruger zone 36,Projected CRS
2554,Pulkovo 1942 / 3-degree Gauss-Kruger zone 37,Projected CRS
2555,Pulkovo 1942 / 3-degree Gauss-Kruger zone 38,Projected CRS
2556,Pulkovo 1942 / 3-degree Gauss-Kruger zone 39,Projected CRS
2557,Pulkovo 1942 / 3-degree Gauss-Kruger zone 40,Projected CRS
2558,Pulkovo 1942 / 3-degree Gauss-Kruger zone 41,Projected CRS
2559,Pulkovo 1942 / 3-degree Gauss-Kruger zone 42,Projected CRS
2560,Pulkovo 1942 / 3-degree Gauss-Kruger zone 43,Projected CRS
2561,Pulkovo 1942 / 3-degree Gauss-Kruger zone 44,Projected CRS
2562,Pulkovo 1942 / 3-degree Gauss-Kruger zone 45,Projected CRS
2563,Pulkovo 1942 / 3-degree Gauss-Kruger zone 46,Projected CRS
2564,Pulkovo 1942 / 3-degree Gauss-Kruger zone 47,Projected CRS
2565,Pulkovo 1942 / 3-degree Gauss-Kruger zone 48,Projected CRS
2566,Pulkovo 1942 / 3-degree Gauss-Kruger zone 49,Projected CRS
2567,Pulkovo 1942 / 3-degree Gauss-Kruger zone 50,Projected CRS
2568,Pulkovo 1942 / 3-degree Gauss-Kruger zone 51,Projected CRS
2569,Pulkovo 1942 / 3-degree Gauss-Kruger zone 52,Projected CRS
2570,Pulkovo 1942 / 3-degree Gauss-Kruger zone 53,Projected CRS
2571,Pulkovo 1942 / 3-degree Gauss-Kruger zone 54,Projected CRS
2572,Pulkovo 1942 / 3-degree Gauss-Kruger zone 55,Projected CRS
2573,Pulkovo 1942 / 3-degree Gauss-Kruger zone 56,Projected CRS
2574,Pulkovo 1942 / 3-degree Gauss-Kruger zone 57,Projected CRS
2575,Pulkovo 1942 / 3-degree Gauss-Kruger zone 58,Projected CRS
2576,Pulkovo 1942 / 3-degree Gauss-Kruger zone 59,Projected CRS
2578,Pulkovo 1942 / 3-degree Gauss-Kruger zone 61,Projected CRS
2579,Pulkovo 1942 / 3-degree Gauss-Kruger zone 62,Projected CRS
2580,Pulkovo 1942 / 3-degree Gauss-Kruger zone 63,Projected CRS
2581,Pulkovo 1942 / 3-degree Gauss-Kruger zone 64,Projected CRS
2582,Pulkovo 1942 / 3-degree Gauss-Kruger CM 21E,Projected CRS
2583,Pulkovo 1942 / 3-degree Gauss-Kruger CM 24E,Projected CRS
2584,Pulkovo 1942 / 3-degree Gauss-Kruger CM 27E,Projected CRS
2585,Pulkovo 1942 / 3-degree Gauss-Kruger CM 30E,Projected CRS
2586,Pulkovo 1942 / 3-degree Gauss-Kruger CM 33E,Projected CRS
2587,Pulkovo 1942 / 3-degree Gauss-Kruger CM 36E,Projected CRS
2588,Pulkovo 1942 / 3-degree Gauss-Kruger CM 39E,Projected CRS
2589,Pulkovo 1942 / 3-degree Gauss-Kruger CM 42E,Projected CRS
2590,Pulkovo 1942 / 3-degree Gauss-Kruger CM 45E,Projected CRS
2591,Pulkovo 1942 / 3-degree Gauss-Kruger CM 48E,Projected CRS
2592,Pulkovo 1942 / 3-degree Gauss-Kruger CM 51E,Projected CRS
2593,Pulkovo 1942 / 3-degree Gauss-Kruger CM 54E,Projected CRS
2594,Pulkovo 1942 / 3-degree Gauss-Kruger CM 57E,Projected CRS
2595,Pulkovo 1942 / 3-degree Gauss-Kruger CM 60E,Projected CRS
2596,Pulkovo 1942 / 3-degree Gauss-Kruger CM 63E,Projected CRS
2597,Pulkovo 1942 / 3-degree Gauss-Kruger CM 66E,Projected CRS
2598,Pulkovo 1942 / 3-degree Gauss-Kruger CM 69E,Projected CRS
2599,Pulkovo 1942 / 3-degree Gauss-Kruger CM 72E,Projected CRS
2601,Pulkovo 1942 / 3-degree Gauss-Kruger CM 75E,Projected CRS
2602,Pulkovo 1942 / 3-degree Gauss-Kruger CM 78E,Projected CRS
2603,Pulkovo 1942 / 3-degree Gauss-Kruger CM 81E,Projected CRS
2604,Pulkovo 1942 / 3-degree Gauss-Kruger CM 84E,Projected CRS
2605,Pulkovo 1942 / 3-degree Gauss-Kruger CM 87E,Projected CRS
2606,Pulkovo 1942 / 3-degree Gauss-Kruger CM 90E,Projected CRS
2607,Pulkovo 1942 / 3-degree Gauss-Kruger CM 93E,Projected CRS
2608,Pulkovo 1942 / 3-degree Gauss-Kruger CM 96E,Projected CRS
2609,Pulkovo 1942 / 3-degree Gauss-Kruger CM 99E,Projected CRS
2610,Pulkovo 1942 / 3-degree Gauss-Kruger CM 102E,Projected CRS
2611,Pulkovo 1942 / 3-degree Gauss-Kruger CM 105E,Projected CRS
2612,Pulkovo 1942 / 3-degree Gauss-Kruger CM 108E,Projected CRS
2613,Pulkovo 1942 / 3-degree Gauss-Kruger CM 111E,Projected CRS
2614,Pulkovo 1942 / 3-degree Gauss-Kruger CM 114E,Projected CRS
2615,Pulkovo 1942 / 3-degree Gauss-Kruger CM 117E,Projected CRS
2616,Pulkovo 1942 / 3-degree Gauss-Kruger CM 120E,Projected CRS
2617,Pulkovo 1942 / 3-degree Gauss-Kruger CM 123E,Projected CRS
2618,Pulkovo 1942 / 3-degree Gauss-Kruger CM 126E,Projected CRS
2619,Pulkovo 1942 / 3-degree Gauss-Kruger CM 129E,Projected CRS
2620,Pulkovo 1942 / 3-degree Gauss-Kruger CM 132E,Projected CRS
2621,Pulkovo 1942 / 3-degree Gauss-Kruger CM 135E,Projected CRS
2622,Pulkovo 1942 / 3-degree Gauss-Kruger CM 138E,Projected CRS
2623,Pulkovo 1942 / 3-degree Gauss-Kruger CM 141E,Projected CRS
2624,Pulkovo 1942 / 3-degree Gauss-Kruger CM 144E,Projected CRS
2625,Pulkovo 1942 / 3-degree Gauss-Kruger CM 147E,Projected CRS
2626,Pulkovo 1942 / 3-degree Gauss-Kruger CM 150E,Projected CRS
2627,Pulkovo 1942 / 3-degree Gauss-Kruger CM 153E,Projected CRS
2628,Pulkovo 1942 / 3-degree Gauss-Kruger CM 156E,Projected CRS
2629,Pulkovo 1942 / 3-degree Gauss-Kruger CM 159E,Projected CRS
2630,Pulkovo 1942 / 3-degree Gauss-Kruger CM 162E,Projected CRS
2631,Pulkovo 1942 / 3-degree Gauss-Kruger CM 165E,Projected CRS
2632,Pulkovo 1942 / 3-degree Gauss-Kruger CM 168E,Projected CRS
2633,Pulkovo 1942 / 3-degree Gauss-Kruger CM 171E,Projected CRS
2634,Pulkovo 1942 / 3-degree Gauss-Kruger CM 174E,Projected CRS
2635,Pulkovo 1942 / 3-degree Gauss-Kruger CM 177E,Projected CRS
2636,Pulkovo 1942 / 3-degree Gauss-Kruger CM 180E,Projected CRS
2637,Pulkovo 1942 / 3-degree Gauss-Kruger CM 177W,Projected CRS
2638,Pulkovo 1942 / 3-degree Gauss-Kruger CM 174W,Projected CRS
2639,Pulkovo 1942 / 3-degree Gauss-Kruger CM 171W,Projected CRS
2640,Pulkovo 1942 / 3-degree Gauss-Kruger CM 168W,Projected CRS
2641,Pulkovo 1995 / 3-degree Gauss-Kruger zone 7,Projected CRS
2642,Pulkovo 1995 / 3-degree Gauss-Kruger zone 8,Projected CRS
2643,Pulkovo 1995 / 3-degree Gauss-Kruger zone 9,Projected CRS
2644,Pulkovo 1995 / 3-degree Gauss-Kruger zone 10,Projected CRS
2645,Pulkovo 1995 / 3-degree Gauss-Kruger zone 11,Projected CRS
2646,Pulkovo 1995 / 3-degree Gauss-Kruger zone 12,Projected CRS
2647,Pulkovo 1995 / 3-degree Gauss-Kruger zone 13,Projected CRS
2648,Pulkovo 1995 / 3-degree Gauss-Kruger zone 14,Projected CRS
2649,Pulkovo 1995 / 3-degree Gauss-Kruger zone 15,Projected CRS
2650,Pulkovo 1995 / 3-degree Gauss-Kruger zone 16,Projected CRS
2651,Pulkovo 1995 / 3-degree Gauss-Kruger zone 17,Projected CRS
2652,Pulkovo 1995 / 3-degree Gauss-Kruger zone 18,Projected CRS
2653,Pulkovo 1995 / 3-degree Gauss-Kruger zone 19,Projected CRS
2654,Pulkovo 1995 / 3-degree Gauss-Kruger zone 20,Projected CRS
2655,Pulkovo 1995 / 3-degree Gauss-Kruger zone 21,Projected CRS
2656,Pulkovo 1995 / 3-degree Gauss-Kruger zone 22,Projected CRS
2657,Pulkovo 1995 / 3-degree Gauss-Kruger zone 23,Projected CRS
2658,Pulkovo 1995 / 3-degree Gauss-Kruger zone 24,Projected CRS
2659,Pulkovo 1995 / 3-degree Gauss-Kruger zone 25,Projected CRS
2660,Pulkovo 1995 / 3-degree Gauss-Kruger zone 26,Projected CRS
2661,Pulkovo 1995 / 3-degree Gauss-Kruger zone 27,Projected CRS
2662,Pulkovo 1995 / 3-degree Gauss-Kruger zone 28,Projected CRS
2663,Pulkovo 1995 / 3-degree Gauss-Kruger zone 29,Projected CRS
2664,Pulkovo 1995 / 3-degree Gauss-Kruger zone 30,Projected CRS
2665,Pulkovo 1995 / 3-degree Gauss-Kruger zone 31,Projected CRS
2666,Pulkovo 1995 / 3-degree Gauss-Kruger zone 32,Projected CRS
2667,Pulkovo 1995 / 3-degree Gauss-Kruger zone 33,Projected CRS
2668,Pulkovo 1995 / 3-degree Gauss-Kruger zone 34,Projected CRS
2669,Pulkovo 1995 / 3-degree Gauss-Kruger zone 35,Projected CRS
2670,Pulkovo 1995 / 3-degree Gauss-Kruger zone 36,Projected CRS
2671,Pulkovo 1995 / 3-degree Gauss-Kruger zone 37,Projected CRS
2672,Pulkovo 1995 / 3-degree Gauss-Kruger zone 38,Projected CRS
2673,Pulkovo 1995 / 3-degree Gauss-Kruger zone 39,Projected CRS
2674,Pulkovo 1995 / 3-degree Gauss-Kruger zone 40,Projected CRS
2675,Pulkovo 1995 / 3-degree Gauss-Kruger zone 41,Projected CRS
2676,Pulkovo 1995 / 3-degree Gauss-Kruger zone 42,Projected CRS
2677,Pulkovo 1995 / 3-degree Gauss-Kruger zone 43,Projected CRS
2678,Pulkovo 1995 / 3-degree Gauss-Kruger zone 44,Projected CRS
2679,Pulkovo 1995 / 3-degree Gauss-Kruger zone 45,Projected CRS
2680,Pulkovo 1995 / 3-degree Gauss-Kruger zone 46,Projected CRS
2681,Pulkovo 1995 / 3-degree Gauss-Kruger zone 47,Projected CRS
2682,Pulkovo 1995 / 3-degree Gauss-Kruger zone 48,Projected CRS
2683,Pulkovo 1995 / 3-degree Gauss-Kruger zone 49,Projected CRS
2684,Pulkovo 1995 / 3-degree Gauss-Kruger zone 50,Projected CRS
2685,Pulkovo 1995 / 3-degree Gauss-Kruger zone 51,Projected CRS
2686,Pulkovo 1995 / 3-degree Gauss-Kruger zone 52,Projected CRS
2687,Pulkovo 1995 / 3-degree Gauss-Kruger zone 53,Projected CRS
2688,Pulkovo 1995 / 3-degree Gauss-Kruger zone 54,Projected CRS
2689,Pulkovo 1995 / 3-degree Gauss-Kruger zone 55,Projected CRS
2690,Pulkovo 1995 / 3-degree Gauss-Kruger zone 56,Projected CRS
2691,Pulkovo 1995 / 3-degree Gauss-Kruger zone 57,Projected CRS
2692,Pulkovo 1995 / 3-degree Gauss-Kruger zone 58,Projected CRS
2693,Pulkovo 1995 / 3-degree Gauss-Kruger zone 59,Projected CRS
2695,Pulkovo 1995 / 3-degree Gauss-Kruger zone 61,Projected CRS
2696,Pulkovo 1995 / 3-degree Gauss-Kruger zone 62,Projected CRS
2697,Pulkovo 1995 / 3-degree Gauss-Kruger zone 63,Projected CRS
2698,Pulkovo 1995 / 3-degree Gauss-Kruger zone 64,Projected CRS
2699,Pulkovo 1995 / 3-degree Gauss-Kruger CM 21E,Projected CRS
2700,Pulkovo 1995 / 3-degree Gauss-Kruger CM 24E,Projected CRS
2701,Pulkovo 1995 / 3-degree Gauss-Kruger CM 27E,Projected CRS
2702,Pulkovo 1995 / 3-degree Gauss-Kruger CM 30E,Projected CRS
2703,Pulkovo 1995 / 3-degree Gauss-Kruger CM 33E,Projected CRS
2704,Pulkovo 1995 / 3-degree Gauss-Kruger CM 36E,Projected CRS
2705,Pulkovo 1995 / 3-degree Gauss-Kruger CM 39E,Projected CRS
2706,Pulkovo 1995 / 3-degree Gauss-Kruger CM 42E,Projected CRS
2707,Pulkovo 1995 / 3-degree Gauss-Kruger CM 45E,Projected CRS
2708,Pulkovo 1995 / 3-degree Gauss-Kruger CM 48E,Projected CRS
2709,Pulkovo 1995 / 3-degree Gauss-Kruger CM 51E,Projected CRS
2710,Pulkovo 1995 / 3-degree Gauss-Kruger CM 54E,Projected CRS
2711,Pulkovo 1995 / 3-degree Gauss-Kruger CM 57E,Projected CRS
2712,Pulkovo 1995 / 3-degree Gauss-Kruger CM 60E,Projected CRS
2713,Pulkovo 1995 / 3-degree Gauss-Kruger CM 63E,Projected CRS
2714,Pulkovo 1995 / 3-degree Gauss-Kruger CM 66E,Projected CRS
2715,Pulkovo 1995 / 3-degree Gauss-Kruger CM 69E,Projected CRS
2716,Pulkovo 1995 / 3-degree Gauss-Kruger CM 72E,Projected CRS
2717,Pulkovo 1995 / 3-degree Gauss-Kruger CM 75E,Projected CRS
2718,Pulkovo 1995 / 3-degree Gauss-Kruger CM 78E,Projected CRS
2719,Pulkovo 1995 / 3-degree Gauss-Kruger CM 81E,Projected CRS
2720,Pulkovo 1995 / 3-degree Gauss-Kruger CM 84E,Projected CRS
2721,Pulkovo 1995 / 3-degree Gauss-Kruger CM 87E,Projected CRS
2722,Pulkovo 1995 / 3-degree Gauss-Kruger CM 90E,Projected CRS
2723,Pulkovo 1995 / 3-degree Gauss-Kruger CM 93E,Projected CRS
2724,Pulkovo 1995 / 3-degree Gauss-Kruger CM 96E,Projected CRS
2725,Pulkovo 1995 / 3-degree Gauss-Kruger CM 99E,Projected CRS
2726,Pulkovo 1995 / 3-degree Gauss-Kruger CM 102E,Projected CRS
2727,Pulkovo 1995 / 3-degree Gauss-Kruger CM 105E,Projected CRS
2728,Pulkovo 1995 / 3-degree Gauss-Kruger CM 108E,Projected CRS
2729,Pulkovo 1995 / 3-degree Gauss-Kruger CM 111E,Projected CRS
2730,Pulkovo 1995 / 3-degree Gauss-Kruger CM 114E,Projected CRS
2731,Pulkovo 1995 / 3-degree Gauss-Kruger CM 117E,Projected CRS
2732,Pulkovo 1995 / 3-degree Gauss-Kruger CM 120E,Projected CRS
2733,Pulkovo 1995 / 3-degree Gauss-Kruger CM 123E,Projected CRS
2734,Pulkovo 1995 / 3-degree Gauss-Kruger CM 126E,Projected CRS
2735,Pulkovo 1995 / 3-degree Gauss-Kruger CM 129E,Projected CRS
2736,Tete / UTM zone 36S,Projected CRS
2737,Tete / UTM zone 37S,Projected CRS
2738,Pulkovo 1995 / 3-degree Gauss-Kruger CM 132E,Projected CRS
2739,Pulkovo 1995 / 3-degree Gauss-Kruger CM 135E,Projected CRS
2740,Pulkovo 1995 / 3-degree Gauss-Kruger CM 138E,Projected CRS
2741,Pulkovo 1995 / 3-degree Gauss-Kruger CM 141E,Projected CRS
2742,Pulkovo 1995 / 3-degree Gauss-Kruger CM 144E,Projected CRS
2743,Pulkovo 1995 / 3-degree Gauss-Kruger CM 147E,Projected CRS
2744,Pulkovo 1995 / 3-degree Gauss-Kruger CM 150E,Projected CRS
2745,Pulkovo 1995 / 3-degree Gauss-Kruger CM 153E,Projected CRS
2746,Pulkovo 1995 / 3-degree Gauss-Kruger CM 156E,Projected CRS
2747,Pulkovo 1995 / 3-degree Gauss-Kruger CM 159E,Projected CRS
2748,Pulkovo 1995 / 3-degree Gauss-Kruger CM 162E,Projected CRS
2749,Pulkovo 1995 / 3-degree Gauss-Kruger CM 165E,Projected CRS
2750,Pulkovo 1995 / 3-degree Gauss-Kruger CM 168E,Projected CRS
2751,Pulkovo 1995 / 3-degree Gauss-Kruger CM 171E,Projected CRS
2752,Pulkovo 1995 / 3-degree Gauss-Kruger CM 174E,Projected CRS
2753,Pulkovo 1995 / 3-degree Gauss-Kruger CM 177E,Projected CRS
2754,Pulkovo 1995 / 3-degree Gauss-Kruger CM 180E,Projected CRS
2755,Pulkovo 1995 / 3-degree Gauss-Kruger CM 177W,Projected CRS
2756,Pulkovo 1995 / 3-degree Gauss-Kruger CM 174W,Projected CRS
2757,Pulkovo 1995 / 3-degree Gauss-Kruger CM 171W,Projected CRS
2758,Pulkovo 1995 / 3-degree Gauss-Kruger CM 168W,Projected CRS
2759,NAD83(HARN) / Alabama East,Projected CRS
2760,NAD83(HARN) / Alabama West,Projected CRS
2761,NAD83(HARN) / Arizona East,Projected CRS
2762,NAD83(HARN) / Arizona Central,Projected CRS
2763,NAD83(HARN) / Arizona West,Projected CRS
2764,NAD83(HARN) / Arkansas North,Projected CRS
2765,NAD83(HARN) / Arkansas South,Projected CRS
2766,NAD83(HARN) / California zone 1,Projected CRS
2767,NAD83(HARN) / California zone 2,Projected CRS
2768,NAD83(HARN) / California zone 3,Projected CRS
2769,NAD83(HARN) / California zone 4,Projected CRS
2770,NAD83(HARN) / California zone 5,Projected CRS
2771,NAD83(HARN) / California zone 6,Projected CRS
2772,NAD83(HARN) / Colorado North,Projected CRS
2773,NAD83(HARN) / Colorado Central,Projected CRS
2774,NAD83(HARN) / Colorado South,Projected CRS
2775,NAD83(HARN) / Connecticut,Projected CRS
2776,NAD83(HARN) / Delaware,Projected CRS
2777,NAD83(HARN) / Florida East,Projected CRS
2778,NAD83(HARN) / Florida West,Projected CRS
2779,NAD83(HARN) / Florida North,Projected CRS
2780,NAD83(HARN) / Georgia East,Projected CRS
2781,NAD83(HARN) / Georgia West,Projected CRS
2782,NAD83(HARN) / Hawaii zone 1,Projected CRS
2783,NAD83(HARN) / Hawaii zone 2,Projected CRS
2784,NAD83(HARN) / Hawaii zone 3,Projected CRS
2785,NAD83(HARN) / Hawaii zone 4,Projected CRS
2786,NAD83(HARN) / Hawaii zone 5,Projected CRS
2787,NAD83(HARN) / Idaho East,Projected CRS
2788,NAD83(HARN) / Idaho Central,Projected CRS
2789,NAD83(HARN) / Idaho West,Projected CRS
2790,NAD83(HARN) / Illinois East,Projected CRS
2791,NAD83(HARN) / Illinois West,Projected CRS
2792,NAD83(HARN) / Indiana East,Projected CRS
2793,NAD83(HARN) / Indiana West,Projected CRS
2794,NAD83(HARN) / Iowa North,Projected CRS
2795,NAD83(HARN) / Iowa South,Projected CRS
2796,NAD83(HARN) / Kansas North,Projected CRS
2797,NAD83(HARN) / Kansas South,Projected CRS
2798,NAD83(HARN) / Kentucky North,Projected CRS
2799,NAD83(HARN) / Kentucky South,Projected CRS
2800,NAD83(HARN) / Louisiana North,Projected CRS
2801,NAD83(HARN) / Louisiana South,Projected CRS
2802,NAD83(HARN) / Maine East,Projected CRS
2803,NAD83(HARN) / Maine West,Projected CRS
2804,NAD83(HARN) / Maryland,Projected CRS
2805,NAD83(HARN) / Massachusetts Mainland,Projected CRS
2806,NAD83(HARN) / Massachusetts Island,Projected CRS
2807,NAD83(HARN) / Michigan North,Projected CRS
2808,NAD83(HARN) / Michigan Central,Projected CRS
2809,NAD83(HARN) / Michigan South,Projected CRS
2810,NAD83(HARN) / Minnesota North,Projected CRS
2811,NAD83(HARN) / Minnesota Central,Projected CRS
2812,NAD83(HARN) / Minnesota South,Projected CRS
2813,NAD83(HARN) / Mississippi East,Projected CRS
2814,NAD83(HARN) / Mississippi West,Projected CRS
2815,NAD83(HARN) / Missouri East,Projected CRS
2816,NAD83(HARN) / Missouri Central,Projected CRS
2817,NAD83(HARN) / Missouri West,Projected CRS
2818,NAD83(HARN) / Montana,Projected CRS
2819,NAD83(HARN) / Nebraska,Projected CRS
2820,NAD83(HARN) / Nevada East,Projected CRS
2821,NAD83(HARN) / Nevada Central,Projected CRS
2822,NAD83(HARN) / Nevada West,Projected CRS
2823,NAD83(HARN) / New Hampshire,Projected CRS
2824,NAD83(HARN) / New Jersey,Projected CRS
2825,NAD83(HARN) / New Mexico East,Projected CRS
2826,NAD83(HARN) / New Mexico Central,Projected CRS
2827,NAD83(HARN) / New Mexico West,Projected CRS
2828,NAD83(HARN) / New York East,Projected CRS
2829,NAD83(HARN) / New York Central,Projected CRS
2830,NAD83(HARN) / New York West,Projected CRS
2831,NAD83(HARN) / New York Long Island,Projected CRS
2832,NAD83(HARN) / North Dakota North,Projected CRS
2833,NAD83(HARN) / North Dakota South,Projected CRS
2834,NAD83(HARN) / Ohio North,Projected CRS
2835,NAD83(HARN) / Ohio South,Projected CRS
2836,NAD83(HARN) / Oklahoma North,Projected CRS
2837,NAD83(HARN) / Oklahoma South,Projected CRS
2838,NAD83(HARN) / Oregon North,Projected CRS
2839,NAD83(HARN) / Oregon South,Projected CRS
2840,NAD83(HARN) / Rhode Island,Projected CRS
2841,NAD83(HARN) / South Dakota North,Projected CRS
2842,NAD83(HARN) / South Dakota South,Projected CRS
2843,NAD83(HARN) / Tennessee,Projected CRS
2844,NAD83(HARN) / Texas North,Projected CRS
2845,NAD83(HARN) / Texas North Central,Projected CRS
2846,NAD83(HARN) / Texas Central,Projected CRS
2847,NAD83(HARN) / Texas South Central,Projected CRS
2848,NAD83(HARN) / Texas South,Projected CRS
2849,NAD83(HARN) / Utah North,Projected CRS
2850,NAD83(HARN) / Utah Central,Projected CRS
2851,NAD83(HARN) / Utah South,Projected CRS
2852,NAD83(HARN) / Vermont,Projected CRS
2853,NAD83(HARN) / Virginia North,Projected CRS
2854,NAD83(HARN) / Virginia South,Projected CRS
2855,NAD83(HARN) / Washington North,Projected CRS
2856,NAD83(HARN) / Washington South,Projected CRS
2857,NAD83(HARN) / West Virginia North,Projected CRS
2858,NAD83(HARN) / West Virginia South,Projected CRS
2859,NAD83(HARN) / Wisconsin North,Projected CRS
2860,NAD83(HARN) / Wisconsin Central,Projected CRS
2861,NAD83(HARN) / Wisconsin South,Projected CRS
2862,NAD83(HARN) / Wyoming East,Projected CRS
2863,NAD83(HARN) / Wyoming East Central,Projected CRS
2864,NAD83(HARN) / Wyoming West Central,Projected CRS
2865,NAD83(HARN) / Wyoming West,Projected CRS
2866,NAD83(HARN) / Puerto Rico and Virgin Is.,Projected CRS
2867,NAD83(HARN) / Arizona East (ft),Projected CRS
2868,NAD83(HARN) / Arizona Central (ft),Projected CRS
2869,NAD83(HARN) / Arizona West (ft),Projected CRS
2870,NAD83(HARN) / California zone 1 (ftUS),Projected CRS
2871,NAD83(HARN) / California zone 2 (ftUS),Projected CRS
2872,NAD83(HARN) / California zone 3 (ftUS),Projected CRS
2873,NAD83(HARN) / California zone 4 (ftUS),Projected CRS
2874,NAD83(HARN) / California zone 5 (ftUS),Projected CRS
2875,NAD83(HARN) / California zone 6 (ftUS),Projected CRS
2876,NAD83(HARN) / Colorado North (ftUS),Projected CRS
2877,NAD83(HARN) / Colorado Central (ftUS),Projected CRS
2878,NAD83(HARN) / Colorado South (ftUS),Projected CRS
2879,NAD83(HARN) / Connecticut (ftUS),Projected CRS
2880,NAD83(HARN) / Delaware (ftUS),Projected CRS
2881,NAD83(HARN) / Florida East (ftUS),Projected CRS
2882,NAD83(HARN) / Florida West (ftUS),Projected CRS
2883,NAD83(HARN) / Florida North (ftUS),Projected CRS
2884,NAD83(HARN) / Georgia East (ftUS),Projected CRS
2885,NAD83(HARN) / Georgia West (ftUS),Projected CRS
2886,NAD83(HARN) / Idaho East (ftUS),Projected CRS
2887,NAD83(HARN) / Idaho Central (ftUS),Projected CRS
